Request id,Pickup point,Driver id,Status,Request timestamp,Date,Request Time,Request Time Slot,Drop timestamp,Drop Date,Drop Time
930,City,273,Trip Completed,11-07-2016 18:27,11-07-2016,18:27,Evening,11-07-2016 19:08,11-07-2016,19:08
1498,City,273,Trip Completed,12-07-2016 05:30,12-07-2016,05:30,Early Morning,12-07-2016 06:15,12-07-2016,06:15
2553,Airport,273,Trip Completed,12-07-2016 21:23,12-07-2016,21:23,Night,12-07-2016 22:44,12-07-2016,22:44
3777,Airport,273,Trip Completed,13-07-2016 20:47,13-07-2016,20:47,Night,13-07-2016 21:28,13-07-2016,21:28
3914,City,273,Trip Completed,13-07-2016 22:09,13-07-2016,22:09,Night,13-07-2016 22:40,13-07-2016,22:40
4114,City,273,Trip Completed,14-07-2016 04:04,14-07-2016,04:04,Early Morning,14-07-2016 04:42,14-07-2016,04:42
5703,Airport,273,Trip Completed,15-07-2016 07:27,15-07-2016,07:27,Morning,15-07-2016 08:23,15-07-2016,08:23
5888,City,273,Trip Completed,15-07-2016 09:38,15-07-2016,09:38,Morning,15-07-2016 10:35,15-07-2016,10:35
6042,Airport,273,Trip Completed,15-07-2016 13:09,15-07-2016,13:09,Afternoon,15-07-2016 14:30,15-07-2016,14:30
6150,Airport,273,Trip Completed,15-07-2016 16:21,15-07-2016,16:21,Evening,15-07-2016 17:20,15-07-2016,17:20
410,City,274,Trip Completed,11-07-2016 08:34,11-07-2016,08:34,Morning,11-07-2016 09:25,11-07-2016,09:25
610,Airport,274,Trip Completed,11-07-2016 11:49,11-07-2016,11:49,Morning,11-07-2016 12:58,11-07-2016,12:58
719,Airport,274,Trip Completed,11-07-2016 14:52,11-07-2016,14:52,Afternoon,11-07-2016 15:32,11-07-2016,15:32
1060,City,274,Trip Completed,11-07-2016 19:50,11-07-2016,19:50,Night,11-07-2016 20:48,11-07-2016,20:48
1929,City,274,Trip Completed,12-07-2016 11:18,12-07-2016,11:18,Morning,12-07-2016 12:16,12-07-2016,12:16
2101,City,274,Trip Completed,12-07-2016 16:10,12-07-2016,16:10,Evening,12-07-2016 17:10,12-07-2016,17:10
2282,City,274,Trip Completed,12-07-2016 18:42,12-07-2016,18:42,Evening,12-07-2016 19:45,12-07-2016,19:45
3190,City,274,Trip Completed,13-07-2016 09:28,13-07-2016,09:28,Morning,13-07-2016 10:44,13-07-2016,10:44
3412,City,274,Trip Completed,13-07-2016 15:26,13-07-2016,15:26,Afternoon,13-07-2016 16:04,13-07-2016,16:04
3725,City,274,Trip Completed,13-07-2016 20:00,13-07-2016,20:00,Night,13-07-2016 21:13,13-07-2016,21:13
4612,City,274,Trip Completed,14-07-2016 10:41,14-07-2016,10:41,Morning,14-07-2016 11:31,14-07-2016,11:31
5033,Airport,274,Trip Completed,14-07-2016 19:16,14-07-2016,19:16,Night,14-07-2016 20:06,14-07-2016,20:06
5764,City,274,Trip Completed,15-07-2016 08:17,15-07-2016,08:17,Morning,15-07-2016 09:01,15-07-2016,09:01
6750,Airport,274,Trip Completed,15-07-2016 23:51,15-07-2016,23:51,Night,16-07-2016 00:49,16-07-2016,00:49
314,Airport,275,Trip Completed,11-07-2016 07:28,11-07-2016,07:28,Morning,11-07-2016 08:15,11-07-2016,08:15
757,Airport,275,Trip Completed,11-07-2016 16:01,11-07-2016,16:01,Evening,11-07-2016 16:52,11-07-2016,16:52
2123,City,275,Trip Completed,12-07-2016 16:45,12-07-2016,16:45,Evening,12-07-2016 17:40,12-07-2016,17:40
2824,City,275,Trip Completed,13-07-2016 05:10,13-07-2016,05:10,Early Morning,13-07-2016 06:29,13-07-2016,06:29
3445,Airport,275,Trip Completed,13-07-2016 16:39,13-07-2016,16:39,Evening,13-07-2016 17:22,13-07-2016,17:22
3690,Airport,275,Trip Completed,13-07-2016 19:43,13-07-2016,19:43,Night,13-07-2016 20:48,13-07-2016,20:48
5440,Airport,275,Trip Completed,15-07-2016 03:04,15-07-2016,03:04,Early Morning,15-07-2016 04:04,15-07-2016,04:04
6090,Airport,275,Trip Completed,15-07-2016 14:31,15-07-2016,14:31,Afternoon,15-07-2016 15:09,15-07-2016,15:09
303,Airport,276,Trip Completed,11-07-2016 07:19,11-07-2016,07:19,Morning,11-07-2016 08:01,11-07-2016,08:01
560,Airport,276,Trip Completed,11-07-2016 10:16,11-07-2016,10:16,Morning,11-07-2016 11:25,11-07-2016,11:25
1319,City,276,Trip Completed,11-07-2016 22:48,11-07-2016,22:48,Night,11-07-2016 23:43,11-07-2016,23:43
1493,Airport,276,Trip Completed,12-07-2016 05:28,12-07-2016,05:28,Early Morning,12-07-2016 06:22,12-07-2016,06:22
1662,City,276,Trip Completed,12-07-2016 07:27,12-07-2016,07:27,Morning,12-07-2016 08:32,12-07-2016,08:32
2020,City,276,Trip Completed,12-07-2016 13:40,12-07-2016,13:40,Afternoon,12-07-2016 14:37,12-07-2016,14:37
2407,City,276,Trip Completed,12-07-2016 19:57,12-07-2016,19:57,Night,12-07-2016 20:47,12-07-2016,20:47
2818,Airport,276,Trip Completed,13-07-2016 05:05,13-07-2016,05:05,Early Morning,13-07-2016 05:37,13-07-2016,05:37
3827,City,276,Trip Completed,13-07-2016 21:10,13-07-2016,21:10,Night,13-07-2016 22:09,13-07-2016,22:09
4421,City,276,Trip Completed,14-07-2016 08:16,14-07-2016,08:16,Morning,14-07-2016 09:20,14-07-2016,09:20
5673,Airport,276,Trip Completed,15-07-2016 07:05,15-07-2016,07:05,Morning,15-07-2016 07:39,15-07-2016,07:39
6372,Airport,276,Trip Completed,15-07-2016 19:09,15-07-2016,19:09,Night,15-07-2016 19:37,15-07-2016,19:37
6563,City,276,Trip Completed,15-07-2016 21:03,15-07-2016,21:03,Night,15-07-2016 22:21,15-07-2016,22:21
579,City,277,Trip Completed,11-07-2016 11:04,11-07-2016,11:04,Morning,11-07-2016 12:02,11-07-2016,12:02
689,City,277,Trip Completed,11-07-2016 13:45,11-07-2016,13:45,Afternoon,11-07-2016 14:19,11-07-2016,14:19
724,Airport,277,Trip Completed,11-07-2016 15:06,11-07-2016,15:06,Afternoon,11-07-2016 15:42,11-07-2016,15:42
1499,City,277,Trip Completed,12-07-2016 05:30,12-07-2016,05:30,Early Morning,12-07-2016 06:18,12-07-2016,06:18
3960,Airport,277,Trip Completed,13-07-2016 22:52,13-07-2016,22:52,Night,13-07-2016 23:33,13-07-2016,23:33
4919,Airport,277,Trip Completed,14-07-2016 18:16,14-07-2016,18:16,Evening,14-07-2016 18:54,14-07-2016,18:54
6334,Airport,277,Trip Completed,15-07-2016 18:43,15-07-2016,18:43,Evening,15-07-2016 19:50,15-07-2016,19:50
1577,Airport,278,Trip Completed,12-07-2016 06:22,12-07-2016,06:22,Early Morning,12-07-2016 07:37,12-07-2016,07:37
2197,Airport,278,Trip Completed,12-07-2016 17:53,12-07-2016,17:53,Evening,12-07-2016 18:27,12-07-2016,18:27
2509,City,278,Trip Completed,12-07-2016 21:01,12-07-2016,21:01,Night,12-07-2016 21:51,12-07-2016,21:51
3514,Airport,278,Trip Completed,13-07-2016 17:42,13-07-2016,17:42,Evening,13-07-2016 18:29,13-07-2016,18:29
4588,City,278,Trip Completed,14-07-2016 10:01,14-07-2016,10:01,Morning,14-07-2016 11:11,14-07-2016,11:11
5929,Airport,278,Trip Completed,15-07-2016 10:06,15-07-2016,10:06,Morning,15-07-2016 10:53,15-07-2016,10:53
6335,City,278,Trip Completed,15-07-2016 18:45,15-07-2016,18:45,Evening,15-07-2016 19:18,15-07-2016,19:18
375,Airport,279,Trip Completed,11-07-2016 08:07,11-07-2016,08:07,Morning,11-07-2016 09:26,11-07-2016,09:26
555,City,279,Trip Completed,11-07-2016 10:16,11-07-2016,10:16,Morning,11-07-2016 11:01,11-07-2016,11:01
622,Airport,279,Trip Completed,11-07-2016 12:01,11-07-2016,12:01,Afternoon,11-07-2016 13:15,11-07-2016,13:15
1975,City,279,Trip Completed,12-07-2016 12:17,12-07-2016,12:17,Afternoon,12-07-2016 13:34,12-07-2016,13:34
2831,Airport,279,Trip Completed,13-07-2016 05:22,13-07-2016,05:22,Early Morning,13-07-2016 06:26,13-07-2016,06:26
3085,Airport,279,Trip Completed,13-07-2016 08:18,13-07-2016,08:18,Morning,13-07-2016 08:55,13-07-2016,08:55
3418,City,279,Trip Completed,13-07-2016 15:37,13-07-2016,15:37,Afternoon,13-07-2016 16:45,13-07-2016,16:45
3915,City,279,Trip Completed,13-07-2016 22:08,13-07-2016,22:08,Night,13-07-2016 23:26,13-07-2016,23:26
4443,Airport,279,Trip Completed,14-07-2016 08:29,14-07-2016,08:29,Morning,14-07-2016 09:40,14-07-2016,09:40
5686,City,279,Trip Completed,15-07-2016 07:19,15-07-2016,07:19,Morning,15-07-2016 08:22,15-07-2016,08:22
6120,Airport,279,Trip Completed,15-07-2016 15:21,15-07-2016,15:21,Afternoon,15-07-2016 16:06,15-07-2016,16:06
6274,Airport,279,Trip Completed,15-07-2016 18:18,15-07-2016,18:18,Evening,15-07-2016 19:02,15-07-2016,19:02
6364,City,279,Trip Completed,15-07-2016 19:11,15-07-2016,19:11,Night,15-07-2016 19:50,15-07-2016,19:50
89,City,280,Trip Completed,11-07-2016 04:52,11-07-2016,04:52,Early Morning,11-07-2016 05:51,11-07-2016,05:51
805,Airport,280,Trip Completed,11-07-2016 17:19,11-07-2016,17:19,Evening,11-07-2016 18:18,11-07-2016,18:18
2836,City,280,Trip Completed,13-07-2016 05:20,13-07-2016,05:20,Early Morning,13-07-2016 06:22,13-07-2016,06:22
3298,City,280,Trip Completed,13-07-2016 11:44,13-07-2016,11:44,Morning,13-07-2016 12:47,13-07-2016,12:47
5506,City,280,Trip Completed,15-07-2016 05:06,15-07-2016,05:06,Early Morning,15-07-2016 05:41,15-07-2016,05:41
6159,City,280,Trip Completed,15-07-2016 16:35,15-07-2016,16:35,Evening,15-07-2016 17:23,15-07-2016,17:23
6492,City,280,Trip Completed,15-07-2016 20:31,15-07-2016,20:31,Night,15-07-2016 21:18,15-07-2016,21:18
592,City,281,Trip Completed,11-07-2016 11:18,11-07-2016,11:18,Morning,11-07-2016 11:54,11-07-2016,11:54
737,Airport,281,Trip Completed,11-07-2016 15:30,11-07-2016,15:30,Afternoon,11-07-2016 16:04,11-07-2016,16:04
1108,City,281,Trip Completed,11-07-2016 20:11,11-07-2016,20:11,Night,11-07-2016 20:53,11-07-2016,20:53
1387,Airport,281,Trip Completed,12-07-2016 01:33,12-07-2016,01:33,Early Morning,12-07-2016 02:18,12-07-2016,02:18
2311,Airport,281,Trip Completed,12-07-2016 19:00,12-07-2016,19:00,Night,12-07-2016 19:56,12-07-2016,19:56
2887,City,281,Trip Completed,13-07-2016 05:50,13-07-2016,05:50,Early Morning,13-07-2016 06:28,13-07-2016,06:28
3283,City,281,Trip Completed,13-07-2016 10:51,13-07-2016,10:51,Morning,13-07-2016 11:36,13-07-2016,11:36
4341,City,281,Trip Completed,14-07-2016 07:14,14-07-2016,07:14,Morning,14-07-2016 08:26,14-07-2016,08:26
5025,Airport,281,Trip Completed,14-07-2016 19:05,14-07-2016,19:05,Night,14-07-2016 20:08,14-07-2016,20:08
5437,Airport,281,Trip Completed,15-07-2016 02:59,15-07-2016,02:59,Early Morning,15-07-2016 03:57,15-07-2016,03:57
5652,City,281,Trip Completed,15-07-2016 06:56,15-07-2016,06:56,Early Morning,15-07-2016 08:07,15-07-2016,08:07
672,Airport,282,Trip Completed,11-07-2016 13:20,11-07-2016,13:20,Afternoon,11-07-2016 14:22,11-07-2016,14:22
1578,Airport,282,Trip Completed,12-07-2016 06:25,12-07-2016,06:25,Early Morning,12-07-2016 07:42,12-07-2016,07:42
4506,City,282,Trip Completed,14-07-2016 09:09,14-07-2016,09:09,Morning,14-07-2016 10:08,14-07-2016,10:08
4762,City,282,Trip Completed,14-07-2016 15:22,14-07-2016,15:22,Afternoon,14-07-2016 16:19,14-07-2016,16:19
6081,City,282,Trip Completed,15-07-2016 14:22,15-07-2016,14:22,Afternoon,15-07-2016 15:12,15-07-2016,15:12
6503,City,282,Trip Completed,15-07-2016 20:30,15-07-2016,20:30,Night,15-07-2016 21:22,15-07-2016,21:22
649,City,283,Trip Completed,11-07-2016 12:42,11-07-2016,12:42,Afternoon,11-07-2016 13:16,11-07-2016,13:16
1040,City,283,Trip Completed,11-07-2016 19:33,11-07-2016,19:33,Night,11-07-2016 20:15,11-07-2016,20:15
1461,Airport,283,Trip Completed,12-07-2016 04:58,12-07-2016,04:58,Early Morning,12-07-2016 06:10,12-07-2016,06:10
2497,City,283,Trip Completed,12-07-2016 20:57,12-07-2016,20:57,Night,12-07-2016 21:42,12-07-2016,21:42
2758,City,283,Trip Completed,13-07-2016 03:48,13-07-2016,03:48,Early Morning,13-07-2016 04:21,13-07-2016,04:21
2991,Airport,283,Trip Completed,13-07-2016 07:07,13-07-2016,07:07,Morning,13-07-2016 08:07,13-07-2016,08:07
3458,City,283,Trip Completed,13-07-2016 17:04,13-07-2016,17:04,Evening,13-07-2016 18:02,13-07-2016,18:02
3830,Airport,283,Trip Completed,13-07-2016 21:14,13-07-2016,21:14,Night,13-07-2016 22:02,13-07-2016,22:02
6685,Airport,283,Trip Completed,15-07-2016 22:34,15-07-2016,22:34,Night,15-07-2016 23:27,15-07-2016,23:27
420,City,284,Trip Completed,11-07-2016 08:37,11-07-2016,08:37,Morning,11-07-2016 09:27,11-07-2016,09:27
662,City,284,Trip Completed,11-07-2016 12:58,11-07-2016,12:58,Afternoon,11-07-2016 14:02,11-07-2016,14:02
791,Airport,284,Trip Completed,11-07-2016 16:55,11-07-2016,16:55,Evening,11-07-2016 17:35,11-07-2016,17:35
1164,City,284,Trip Completed,11-07-2016 20:50,11-07-2016,20:50,Night,11-07-2016 21:39,11-07-2016,21:39
2939,City,284,Trip Completed,13-07-2016 06:25,13-07-2016,06:25,Early Morning,13-07-2016 07:05,13-07-2016,07:05
3867,City,284,Trip Completed,13-07-2016 21:45,13-07-2016,21:45,Night,13-07-2016 22:24,13-07-2016,22:24
4290,City,284,Trip Completed,14-07-2016 06:36,14-07-2016,06:36,Early Morning,14-07-2016 07:36,14-07-2016,07:36
4400,Airport,284,Trip Completed,14-07-2016 08:01,14-07-2016,08:01,Morning,14-07-2016 08:44,14-07-2016,08:44
5100,Airport,284,Trip Completed,14-07-2016 19:58,14-07-2016,19:58,Night,14-07-2016 20:43,14-07-2016,20:43
5956,City,284,Trip Completed,15-07-2016 10:41,15-07-2016,10:41,Morning,15-07-2016 11:44,15-07-2016,11:44
6701,City,284,Trip Completed,15-07-2016 22:55,15-07-2016,22:55,Night,15-07-2016 23:37,15-07-2016,23:37
1,Airport,285,Trip Completed,11-07-2016 00:20,11-07-2016,00:20,Early Morning,11-07-2016 00:51,11-07-2016,00:51
1923,City,285,Trip Completed,12-07-2016 11:00,12-07-2016,11:00,Morning,12-07-2016 12:00,12-07-2016,12:00
3804,Airport,285,Trip Completed,13-07-2016 21:00,13-07-2016,21:00,Night,13-07-2016 21:37,13-07-2016,21:37
4876,Airport,285,Trip Completed,14-07-2016 17:46,14-07-2016,17:46,Evening,14-07-2016 18:23,14-07-2016,18:23
5428,Airport,285,Trip Completed,15-07-2016 02:28,15-07-2016,02:28,Early Morning,15-07-2016 03:04,15-07-2016,03:04
6452,City,285,Trip Completed,15-07-2016 20:07,15-07-2016,20:07,Night,15-07-2016 20:48,15-07-2016,20:48
6703,City,285,Trip Completed,15-07-2016 22:51,15-07-2016,22:51,Night,15-07-2016 23:37,15-07-2016,23:37
116,Airport,286,Trip Completed,11-07-2016 05:07,11-07-2016,05:07,Early Morning,11-07-2016 05:53,11-07-2016,05:53
761,Airport,286,Trip Completed,11-07-2016 16:11,11-07-2016,16:11,Evening,11-07-2016 17:12,11-07-2016,17:12
932,City,286,Trip Completed,11-07-2016 18:28,11-07-2016,18:28,Evening,11-07-2016 19:20,11-07-2016,19:20
1217,City,286,Trip Completed,11-07-2016 21:23,11-07-2016,21:23,Night,11-07-2016 22:39,11-07-2016,22:39
1617,Airport,286,Trip Completed,12-07-2016 06:53,12-07-2016,06:53,Early Morning,12-07-2016 07:23,12-07-2016,07:23
1849,Airport,286,Trip Completed,12-07-2016 09:42,12-07-2016,09:42,Morning,12-07-2016 10:28,12-07-2016,10:28
2055,City,286,Trip Completed,12-07-2016 14:54,12-07-2016,14:54,Afternoon,12-07-2016 15:43,12-07-2016,15:43
2841,Airport,286,Trip Completed,13-07-2016 05:23,13-07-2016,05:23,Early Morning,13-07-2016 05:53,13-07-2016,05:53
5983,City,286,Trip Completed,15-07-2016 11:41,15-07-2016,11:41,Morning,15-07-2016 12:12,15-07-2016,12:12
6016,Airport,286,Trip Completed,15-07-2016 12:31,15-07-2016,12:31,Afternoon,15-07-2016 13:19,15-07-2016,13:19
845,City,287,Trip Completed,11-07-2016 17:41,11-07-2016,17:41,Evening,11-07-2016 18:57,11-07-2016,18:57
1832,Airport,287,Trip Completed,12-07-2016 09:36,12-07-2016,09:36,Morning,12-07-2016 10:08,12-07-2016,10:08
2740,Airport,287,Trip Completed,13-07-2016 02:57,13-07-2016,02:57,Early Morning,13-07-2016 04:06,13-07-2016,04:06
3622,Airport,287,Trip Completed,13-07-2016 18:57,13-07-2016,18:57,Evening,13-07-2016 20:15,13-07-2016,20:15
3979,City,287,Trip Completed,13-07-2016 23:16,13-07-2016,23:16,Night,13-07-2016 23:46,13-07-2016,23:46
5749,Airport,287,Trip Completed,15-07-2016 07:59,15-07-2016,07:59,Morning,15-07-2016 08:48,15-07-2016,08:48
6633,City,287,Trip Completed,15-07-2016 21:57,15-07-2016,21:57,Night,15-07-2016 22:49,15-07-2016,22:49
1301,Airport,288,Trip Completed,11-07-2016 22:30,11-07-2016,22:30,Night,11-07-2016 23:13,11-07-2016,23:13
2203,City,288,Trip Completed,12-07-2016 17:53,12-07-2016,17:53,Evening,12-07-2016 18:30,12-07-2016,18:30
2569,City,288,Trip Completed,12-07-2016 21:37,12-07-2016,21:37,Night,12-07-2016 22:07,12-07-2016,22:07
3621,Airport,288,Trip Completed,13-07-2016 18:56,13-07-2016,18:56,Evening,13-07-2016 19:35,13-07-2016,19:35
4051,City,288,Trip Completed,14-07-2016 01:09,14-07-2016,01:09,Early Morning,14-07-2016 02:09,14-07-2016,02:09
4831,City,288,Trip Completed,14-07-2016 17:25,14-07-2016,17:25,Evening,14-07-2016 18:31,14-07-2016,18:31
158,City,289,Trip Completed,11-07-2016 05:35,11-07-2016,05:35,Early Morning,11-07-2016 06:41,11-07-2016,06:41
1290,City,289,Trip Completed,11-07-2016 22:23,11-07-2016,22:23,Night,11-07-2016 23:00,11-07-2016,23:00
2441,City,289,Trip Completed,12-07-2016 20:23,12-07-2016,20:23,Night,12-07-2016 21:25,12-07-2016,21:25
3681,Airport,289,Trip Completed,13-07-2016 19:31,13-07-2016,19:31,Night,13-07-2016 20:31,13-07-2016,20:31
4511,Airport,289,Trip Completed,14-07-2016 09:10,14-07-2016,09:10,Morning,14-07-2016 10:18,14-07-2016,10:18
4684,City,289,Trip Completed,14-07-2016 12:53,14-07-2016,12:53,Afternoon,14-07-2016 13:28,14-07-2016,13:28
5606,City,289,Trip Completed,15-07-2016 06:09,15-07-2016,06:09,Early Morning,15-07-2016 07:23,15-07-2016,07:23
5708,Airport,289,Trip Completed,15-07-2016 07:35,15-07-2016,07:35,Morning,15-07-2016 08:07,15-07-2016,08:07
5960,Airport,289,Trip Completed,15-07-2016 10:52,15-07-2016,10:52,Morning,15-07-2016 11:29,15-07-2016,11:29
6014,City,289,Trip Completed,15-07-2016 12:31,15-07-2016,12:31,Afternoon,15-07-2016 13:22,15-07-2016,13:22
6193,City,289,Trip Completed,15-07-2016 17:19,15-07-2016,17:19,Evening,15-07-2016 18:06,15-07-2016,18:06
6635,City,289,Trip Completed,15-07-2016 22:01,15-07-2016,22:01,Night,15-07-2016 23:04,15-07-2016,23:04
82,Airport,290,Trip Completed,11-07-2016 04:47,11-07-2016,04:47,Early Morning,11-07-2016 05:23,11-07-2016,05:23
2518,Airport,290,Trip Completed,12-07-2016 21:07,12-07-2016,21:07,Night,12-07-2016 22:10,12-07-2016,22:10
2644,City,290,Trip Completed,12-07-2016 22:39,12-07-2016,22:39,Night,12-07-2016 23:20,12-07-2016,23:20
3280,Airport,290,Trip Completed,13-07-2016 10:43,13-07-2016,10:43,Morning,13-07-2016 11:23,13-07-2016,11:23
3486,City,290,Trip Completed,13-07-2016 17:23,13-07-2016,17:23,Evening,13-07-2016 18:23,13-07-2016,18:23
5297,City,290,Trip Completed,14-07-2016 21:51,14-07-2016,21:51,Night,14-07-2016 22:25,14-07-2016,22:25
5802,City,290,Trip Completed,15-07-2016 08:43,15-07-2016,08:43,Morning,15-07-2016 09:08,15-07-2016,09:08
6675,City,290,Trip Completed,15-07-2016 22:21,15-07-2016,22:21,Night,15-07-2016 23:21,15-07-2016,23:21
2025,City,291,Trip Completed,12-07-2016 13:56,12-07-2016,13:56,Afternoon,12-07-2016 14:58,12-07-2016,14:58
2270,City,291,Trip Completed,12-07-2016 18:28,12-07-2016,18:28,Evening,12-07-2016 19:17,12-07-2016,19:17
3701,Airport,291,Trip Completed,13-07-2016 19:46,13-07-2016,19:46,Night,13-07-2016 20:51,13-07-2016,20:51
4618,City,291,Trip Completed,14-07-2016 11:02,14-07-2016,11:02,Morning,14-07-2016 11:40,14-07-2016,11:40
4909,Airport,291,Trip Completed,14-07-2016 18:03,14-07-2016,18:03,Evening,14-07-2016 18:34,14-07-2016,18:34
5578,City,291,Trip Completed,15-07-2016 05:48,15-07-2016,05:48,Early Morning,15-07-2016 06:43,15-07-2016,06:43
6404,Airport,291,Trip Completed,15-07-2016 19:24,15-07-2016,19:24,Night,15-07-2016 20:03,15-07-2016,20:03
6623,City,291,Trip Completed,15-07-2016 21:51,15-07-2016,21:51,Night,15-07-2016 23:12,15-07-2016,23:12
6738,Airport,291,Trip Completed,15-07-2016 23:45,15-07-2016,23:45,Night,16-07-2016 00:35,16-07-2016,00:35
497,City,292,Trip Completed,11-07-2016 09:33,11-07-2016,09:33,Morning,11-07-2016 10:09,11-07-2016,10:09
1071,Airport,292,Trip Completed,11-07-2016 19:58,11-07-2016,19:58,Night,11-07-2016 20:32,11-07-2016,20:32
1709,City,292,Trip Completed,12-07-2016 08:09,12-07-2016,08:09,Morning,12-07-2016 09:11,12-07-2016,09:11
2348,City,292,Trip Completed,12-07-2016 19:21,12-07-2016,19:21,Night,12-07-2016 20:26,12-07-2016,20:26
3342,Airport,292,Trip Completed,13-07-2016 12:51,13-07-2016,12:51,Afternoon,13-07-2016 13:35,13-07-2016,13:35
1008,Airport,293,Trip Completed,11-07-2016 19:05,11-07-2016,19:05,Night,11-07-2016 20:09,11-07-2016,20:09
2430,City,293,Trip Completed,12-07-2016 20:12,12-07-2016,20:12,Night,12-07-2016 20:44,12-07-2016,20:44
3352,City,293,Trip Completed,13-07-2016 13:26,13-07-2016,13:26,Afternoon,13-07-2016 14:04,13-07-2016,14:04
3748,City,293,Trip Completed,13-07-2016 20:23,13-07-2016,20:23,Night,13-07-2016 21:26,13-07-2016,21:26
5687,City,293,Trip Completed,15-07-2016 07:15,15-07-2016,07:15,Morning,15-07-2016 08:01,15-07-2016,08:01
6724,Airport,293,Trip Completed,15-07-2016 23:20,15-07-2016,23:20,Night,16-07-2016 00:10,16-07-2016,00:10
152,City,294,Trip Completed,11-07-2016 05:29,11-07-2016,05:29,Early Morning,11-07-2016 06:16,11-07-2016,06:16
1207,Airport,294,Trip Completed,11-07-2016 21:23,11-07-2016,21:23,Night,11-07-2016 22:32,11-07-2016,22:32
1377,Airport,294,Trip Completed,12-07-2016 00:54,12-07-2016,00:54,Early Morning,12-07-2016 01:55,12-07-2016,01:55
1606,Airport,294,Trip Completed,12-07-2016 06:45,12-07-2016,06:45,Early Morning,12-07-2016 07:50,12-07-2016,07:50
1920,City,294,Trip Completed,12-07-2016 10:56,12-07-2016,10:56,Morning,12-07-2016 11:58,12-07-2016,11:58
2856,Airport,294,Trip Completed,13-07-2016 05:34,13-07-2016,05:34,Early Morning,13-07-2016 06:46,13-07-2016,06:46
3277,City,294,Trip Completed,13-07-2016 10:41,13-07-2016,10:41,Morning,13-07-2016 11:06,13-07-2016,11:06
4501,City,294,Trip Completed,14-07-2016 09:01,14-07-2016,09:01,Morning,14-07-2016 09:51,14-07-2016,09:51
5194,City,294,Trip Completed,14-07-2016 20:42,14-07-2016,20:42,Night,14-07-2016 21:26,14-07-2016,21:26
5519,Airport,294,Trip Completed,15-07-2016 05:11,15-07-2016,05:11,Early Morning,15-07-2016 05:55,15-07-2016,05:55
6509,City,294,Trip Completed,15-07-2016 20:32,15-07-2016,20:32,Night,15-07-2016 21:50,15-07-2016,21:50
476,City,295,Trip Completed,11-07-2016 09:24,11-07-2016,09:24,Morning,11-07-2016 10:02,11-07-2016,10:02
1052,Airport,295,Trip Completed,11-07-2016 19:42,11-07-2016,19:42,Night,11-07-2016 20:54,11-07-2016,20:54
1743,Airport,295,Trip Completed,12-07-2016 08:28,12-07-2016,08:28,Morning,12-07-2016 09:10,12-07-2016,09:10
3157,Airport,295,Trip Completed,13-07-2016 09:02,13-07-2016,09:02,Morning,13-07-2016 09:47,13-07-2016,09:47
5255,Airport,295,Trip Completed,14-07-2016 21:19,14-07-2016,21:19,Night,14-07-2016 22:09,14-07-2016,22:09
6475,City,295,Trip Completed,15-07-2016 20:20,15-07-2016,20:20,Night,15-07-2016 21:02,15-07-2016,21:02
477,City,296,Trip Completed,11-07-2016 09:28,11-07-2016,09:28,Morning,11-07-2016 10:41,11-07-2016,10:41
643,City,296,Trip Completed,11-07-2016 12:35,11-07-2016,12:35,Afternoon,11-07-2016 13:20,11-07-2016,13:20
1152,Airport,296,Trip Completed,11-07-2016 20:39,11-07-2016,20:39,Night,11-07-2016 21:28,11-07-2016,21:28
1333,City,296,Trip Completed,11-07-2016 23:17,11-07-2016,23:17,Night,12-07-2016 00:15,12-07-2016,00:15
1659,City,296,Trip Completed,12-07-2016 07:24,12-07-2016,07:24,Morning,12-07-2016 08:14,12-07-2016,08:14
2657,Airport,296,Trip Completed,12-07-2016 23:11,12-07-2016,23:11,Night,13-07-2016 00:28,13-07-2016,00:28
2898,Airport,296,Trip Completed,13-07-2016 06:01,13-07-2016,06:01,Early Morning,13-07-2016 07:04,13-07-2016,07:04
3852,Airport,296,Trip Completed,13-07-2016 21:38,13-07-2016,21:38,Night,13-07-2016 22:24,13-07-2016,22:24
5342,City,296,Trip Completed,14-07-2016 22:38,14-07-2016,22:38,Night,14-07-2016 23:21,14-07-2016,23:21
5634,Airport,296,Trip Completed,15-07-2016 06:44,15-07-2016,06:44,Early Morning,15-07-2016 07:10,15-07-2016,07:10
30,Airport,297,Trip Completed,11-07-2016 02:04,11-07-2016,02:04,Early Morning,11-07-2016 02:37,11-07-2016,02:37
195,City,297,Trip Completed,11-07-2016 06:05,11-07-2016,06:05,Early Morning,11-07-2016 06:52,11-07-2016,06:52
993,City,297,Trip Completed,11-07-2016 19:00,11-07-2016,19:00,Night,11-07-2016 19:41,11-07-2016,19:41
1774,Airport,297,Trip Completed,12-07-2016 08:53,12-07-2016,08:53,Morning,12-07-2016 10:00,12-07-2016,10:00
2648,City,297,Trip Completed,12-07-2016 22:50,12-07-2016,22:50,Night,12-07-2016 23:44,12-07-2016,23:44
2979,Airport,297,Trip Completed,13-07-2016 06:58,13-07-2016,06:58,Early Morning,13-07-2016 07:58,13-07-2016,07:58
3676,City,297,Trip Completed,13-07-2016 19:28,13-07-2016,19:28,Night,13-07-2016 20:30,13-07-2016,20:30
4041,Airport,297,Trip Completed,14-07-2016 00:38,14-07-2016,00:38,Early Morning,14-07-2016 01:12,14-07-2016,01:12
